chr10:100059302	H1hESC;H1hESConly
chr10:100074444	Hela;Helaonly
chr10:100076472	Hela;Huvec
chr10:100076604	Hela;Huvec
chr10:100091743	GM12878;H1hESC
chr10:100091748	GM12878;H1hESC
chr10:100099640	GM12878;GM12878only
chr10:100104341	Huvec;Huveconly
chr10:100107419	K562;K562only
chr10:100109386	GM12878;GM12878only
chr10:100113060	Huvec;Huveconly
chr10:100120911	Huvec;Huveconly
chr10:100121123	GM12878;K562
chr10:100121296	GM12878;K562
chr10:100217774	K562;K562only
chr10:100219358	K562;K562only
chr10:100221100	K562;K562only
chr10:100222978	K562;K562only
chr10:100224145	K562;K562only
chr10:100225871	K562;K562only
chr10:100226780	K562;K562only
chr10:100227362	Shared;notK562
chr10:100227404	Shared;notK562
chr10:100227431	Shared;notK562
chr10:100229416	Huvec;Huveconly
chr10:100248647	HepG2;HepG2only
chr10:100270353	HepG2;HepG2only
chr10:100288132	Huvec;Huveconly
chr10:100316047	Huvec;Huveconly
chr10:100323695	Huvec;Huveconly
chr10:100407208	H1hESC;H1hESConly
chr10:100424352	K562;K562only
chr10:100508214	K562;K562only
chr10:100536909	K562;K562only
chr10:100538215	K562;K562only
chr10:100540667	K562;K562only
chr10:100550818	K562;K562only
chr10:100585396	GM12878;GM12878only
chr10:100645322	K562;K562only
chr10:100668914	K562;K562only
chr10:100669903	K562;K562only
chr10:100676658	K562;K562only
chr10:100679821	K562;K562only
chr10:100680720	K562;K562only
chr10:100720487	HepG2;HepG2only
chr10:10087855	Hela;Helaonly
chr10:100900966	Hela;Helaonly
chr10:100932103	Hela;Helaonly
chr10:101006657	GM12878;Huvec
chr10:101006659	GM12878;Huvec
chr10:101064425	HepG2;HepG2only
chr10:101078553	HepG2;HepG2only
chr10:101104730	Hela;Helaonly
chr10:101106144	Hela;Helaonly
chr10:101118018	HepG2;HepG2only
chr10:101149784	HepG2;HepG2only
chr10:101151825	H1hESC;Hela
chr10:101151931	H1hESC;Hela
chr10:101152346	Shared;allShared
chr10:101152366	Shared;allShared
chr10:101152427	Shared;allShared
chr10:101152434	Shared;allShared
chr10:101152449	Shared;allShared
chr10:101203374	Hela;Helaonly
chr10:101221281	Hela;Helaonly
chr10:101227450	Huvec;Huveconly
chr10:101228953	Huvec;Huveconly
chr10:10125963	Hela;Helaonly
chr10:101307970	Hela;Helaonly
chr10:101311118	GM12878;GM12878only
chr10:101313365	Hela;Helaonly
chr10:101315878	GM12878;GM12878only
chr10:10134748	Hela;Helaonly
chr10:101390905	Hela;Helaonly
chr10:101433266	HepG2;HepG2only
chr10:101441607	Hela;Helaonly
chr10:101445515	GM12878;K562
chr10:101445544	GM12878;K562
chr10:101502612	Hela;Helaonly
chr10:101514607	HepG2;HepG2only
chr10:101525713	GM12878;GM12878only
chr10:101526305	GM12878;GM12878only
chr10:101530292	HepG2;HepG2only
chr10:101588257	GM12878;GM12878only
chr10:101594335	Hela;Helaonly
chr10:1015980	HepG2;HepG2only
chr10:101604259	Huvec;Huveconly
chr10:101609300	HepG2;HepG2only
chr10:101609865	H1hESC;Hela
chr10:101610046	H1hESC;Hela
chr10:101614742	Hela;Huvec
chr10:101623785	Hela;Huvec
chr10:1016507	HepG2;HepG2only
chr10:10168099	Hela;Helaonly
chr10:1016921	HepG2;HepG2only
chr10:10170390	Hela;Helaonly
chr10:101705192	Huvec;Huveconly
chr10:101718133	Huvec;Huveconly
chr10:101723205	Huvec;Huveconly
chr10:101723701	Huvec;Huveconly
chr10:101725014	Huvec;Huveconly
chr10:101725654	Huvec;Huveconly
chr10:101726260	Hela;Helaonly
chr10:101735265	GM12878;GM12878only
chr10:101736517	GM12878;GM12878only
chr10:101737934	Hela;Helaonly
chr10:101742667	GM12878;GM12878only
chr10:101743076	GM12878;Huvec
chr10:101743139	GM12878;Huvec
chr10:101743390	K562;HepG2
chr10:101743469	K562;HepG2
chr10:101744134	GM12878;Hela
chr10:101744427	GM12878;K562
chr10:101754341	GM12878;GM12878only
chr10:10176068	Hela;Helaonly
chr10:10177633	Hela;Helaonly
chr10:101793720	GM12878;GM12878only
chr10:101798410	GM12878;HepG2
chr10:101798481	GM12878;HepG2
chr10:101803271	Hela;Helaonly
chr10:101803612	Huvec;Huveconly
chr10:101804375	Hela;Huvec
chr10:101804463	Hela;Huvec
chr10:101805927	Shared;notHepG2
chr10:101805930	Shared;notHepG2
chr10:101805950	Shared;notHepG2
chr10:101806026	Shared;notHepG2
chr10:101806042	Shared;notHepG2
chr10:101860475	HepG2;HepG2only
chr10:101860776	Huvec;Huveconly
chr10:101861540	HepG2;Huvec
chr10:101861558	HepG2;Huvec
chr10:1018885	GM12878;GM12878only
chr10:101889287	K562;Huvec
chr10:101889378	K562;Huvec
chr10:101917888	GM12878;GM12878only
chr10:101934595	GM12878;GM12878only
chr10:1019694	GM12878;GM12878only
chr10:1020040	HepG2;HepG2only
chr10:102061137	H1hESC;H1hESConly
chr10:102067632	Hela;Helaonly
chr10:102068688	Hela;Helaonly
chr10:102069338	Hela;Helaonly
chr10:102071180	Hela;Helaonly
chr10:102072139	Hela;Helaonly
chr10:102078179	Hela;Helaonly
chr10:102185091	HepG2;HepG2only
chr10:102193631	Shared;allShared
chr10:102193656	Shared;allShared
chr10:102193717	Shared;allShared
chr10:102193786	Shared;allShared
chr10:102193798	Shared;allShared
chr10:102322894	H1hESC;H1hESConly
chr10:102385706	H1hESC;H1hESConly
chr10:102391070	K562;K562only
chr10:102396646	K562;K562only
chr10:102397742	H1hESC;H1hESConly
chr10:102402223	H1hESC;H1hESConly
chr10:102430856	HepG2;HepG2only
chr10:102440722	H1hESC;HepG2
chr10:102440759	H1hESC;HepG2
chr10:102456583	GM12878;GM12878only
chr10:102456998	Hela;Huvec
chr10:102457009	Hela;Huvec
chr10:102577453	H1hESC;H1hESConly
chr10:102586915	HepG2;HepG2only
chr10:102587694	HepG2;HepG2only
chr10:102607495	Hela;Helaonly
chr10:102626688	H1hESC;H1hESConly
chr10:102632161	H1hESC;H1hESConly
chr10:102635678	HepG2;HepG2only
chr10:102638342	Shared;notGM12878
chr10:102638375	Shared;notGM12878
chr10:102638417	Shared;notGM12878
chr10:102639593	HepG2;HepG2only
chr10:102641002	HepG2;HepG2only
chr10:102642601	Huvec;Huveconly
chr10:102653959	Hela;Helaonly
chr10:102656830	HepG2;HepG2only
chr10:102687237	Huvec;Huveconly
chr10:102807863	H1hESC;H1hESConly
chr10:102810061	Shared;notHela
chr10:102810208	Shared;notHela
chr10:102810215	Shared;notHela
chr10:102845800	Hela;Helaonly
chr10:102849205	Hela;Helaonly
chr10:102851883	Hela;Helaonly
chr10:102855428	Shared;allShared
chr10:102855575	Shared;allShared
chr10:102855578	Shared;allShared
chr10:102911399	Hela;Helaonly
chr10:102917762	Hela;Helaonly
chr10:102977227	H1hESC;HepG2
chr10:102977347	H1hESC;HepG2
chr10:103045506	H1hESC;H1hESConly
chr10:103048192	H1hESC;H1hESConly
chr10:103148667	Hela;Helaonly
chr10:103149317	Hela;Helaonly
chr10:103154470	K562;K562only
chr10:103156990	Huvec;Huveconly
chr10:103201846	HepG2;HepG2only
chr10:103203999	Huvec;Huveconly
chr10:103210289	K562;K562only
chr10:103211227	K562;K562only
chr10:103213526	K562;K562only
chr10:103227140	Shared;notH1hESC
chr10:103227159	Shared;notH1hESC
chr10:103227229	Shared;notH1hESC
chr10:103227230	Shared;notH1hESC
chr10:103249274	Hela;HepG2
chr10:103249280	Hela;HepG2
chr10:103253140	HepG2;HepG2only
chr10:103253789	HepG2;HepG2only
chr10:103255299	Huvec;Huveconly
chr10:103305809	K562;K562only
chr10:103312341	K562;K562only
chr10:103403871	H1hESC;H1hESConly
chr10:103485304	GM12878;GM12878only
chr10:103489578	Hela;Helaonly
chr10:103489946	K562;Hela
chr10:103509030	K562;H1hESC
chr10:103509037	K562;H1hESC
chr10:103509557	K562;K562only
chr10:10355657	Hela;Helaonly
chr10:103616515	Huvec;Huveconly
chr10:103618663	GM12878;GM12878only
chr10:103619422	GM12878;GM12878only
chr10:10363079	Huvec;Huveconly
chr10:103634982	GM12878;GM12878only
chr10:103661422	GM12878;GM12878only
chr10:103662245	GM12878;GM12878only
chr10:103663793	GM12878;GM12878only
chr10:103668292	GM12878;GM12878only
chr10:10368183	Hela;Helaonly
chr10:103683193	GM12878;GM12878only
chr10:103692158	GM12878;GM12878only
chr10:103698157	Hela;Huvec
chr10:103698292	Hela;Huvec
chr10:103699146	Hela;Huvec
chr10:103699158	Hela;Huvec
chr10:103700861	Hela;Huvec
chr10:103700863	Hela;Huvec
chr10:103701803	Huvec;Huveconly
chr10:103725563	GM12878;GM12878only
chr10:103728232	GM12878;GM12878only
chr10:103728896	GM12878;GM12878only
chr10:103732453	GM12878;GM12878only
chr10:103733158	GM12878;GM12878only
chr10:103745949	GM12878;GM12878only
chr10:103746511	Hela;Huvec
chr10:103746540	Hela;Huvec
chr10:103776309	Huvec;Huveconly
chr10:103949323	GM12878;GM12878only
chr10:103956860	GM12878;GM12878only
chr10:103957923	Hela;Helaonly
chr10:103968233	Hela;Helaonly
chr10:103968669	Hela;Helaonly
chr10:104040518	K562;K562only
chr10:104041134	Huvec;Huveconly
chr10:104043484	GM12878;GM12878only
chr10:104045078	K562;K562only
chr10:104047432	GM12878;GM12878only
chr10:104051140	K562;K562only
chr10:104059880	K562;K562only
chr10:104060260	Huvec;Huveconly
chr10:104070486	Huvec;Huveconly
chr10:104082857	GM12878;GM12878only
chr10:104102315	H1hESC;H1hESConly
chr10:104102924	Huvec;Huveconly
chr10:104297329	GM12878;GM12878only
chr10:104300073	GM12878;GM12878only
chr10:104363822	Huvec;Huveconly
chr10:104368312	GM12878;GM12878only
chr10:104370391	Hela;Helaonly
chr10:104371416	Hela;Huvec
chr10:104371516	Hela;Huvec
chr10:104372046	Huvec;Huveconly
chr10:104372634	Huvec;Huveconly
chr10:10437390	Hela;Helaonly
chr10:104375274	H1hESC;HepG2
chr10:104381541	HepG2;HepG2only
chr10:104389512	H1hESC;Huvec
chr10:104389542	H1hESC;Huvec
chr10:104389750	HepG2;HepG2only
chr10:104392303	Huvec;Huveconly
chr10:104393305	Huvec;Huveconly
chr10:104425869	HepG2;HepG2only
chr10:104429473	Hela;HepG2
chr10:104429506	Hela;HepG2
chr10:104429781	H1hESC;H1hESConly
chr10:104430827	K562;K562only
chr10:104432234	HepG2;HepG2only
chr10:104433804	K562;Hela
chr10:104434983	GM12878;GM12878only
chr10:104438629	Shared;notHela
chr10:104438645	Shared;notHela
chr10:104438682	Shared;notHela
chr10:104438710	Shared;allShared
chr10:104438985	GM12878;Hela
chr10:104441626	K562;K562only
chr10:104461258	GM12878;GM12878only
chr10:104517450	HepG2;HepG2only
chr10:104520442	K562;K562only
chr10:104522998	K562;K562only
chr10:104524390	Hela;Helaonly
chr10:104574097	HepG2;HepG2only
chr10:104574388	K562;Huvec
chr10:104574557	K562;Huvec
chr10:104574981	HepG2;HepG2only
chr10:104575913	Huvec;Huveconly
chr10:104661302	Shared;notH1hESC
chr10:104661326	Shared;notH1hESC
chr10:104661396	Shared;notH1hESC
chr10:104708106	K562;K562only
chr10:104719271	K562;K562only
chr10:104720094	Hela;Helaonly
chr10:104722295	Hela;Helaonly
chr10:104723124	K562;Hela
chr10:104723136	K562;Hela
chr10:104725367	Hela;Helaonly
chr10:104730592	Hela;Helaonly
chr10:104730895	HepG2;HepG2only
chr10:104735476	Hela;Helaonly
chr10:104735748	Hela;Helaonly
chr10:104742349	Hela;Helaonly
chr10:104746559	Hela;Helaonly
chr10:104747605	K562;K562only
chr10:104750370	K562;K562only
chr10:104752440	HepG2;HepG2only
chr10:104757878	GM12878;Hela
chr10:104757901	GM12878;Hela
chr10:104766930	HepG2;HepG2only
chr10:104781840	K562;Hela
chr10:104781864	K562;Hela
chr10:104785631	HepG2;HepG2only
chr10:104786341	HepG2;HepG2only
chr10:104800420	K562;K562only
chr10:104801456	K562;K562only
chr10:104805888	K562;K562only
chr10:104813774	Shared;notHela
chr10:104813800	Shared;notHela
chr10:104813829	Shared;notHela
chr10:104813836	Shared;notHela
chr10:104843634	HepG2;HepG2only
chr10:104988163	Hela;Helaonly
chr10:104989647	Hela;Huvec
chr10:104989730	Hela;Huvec
chr10:104990775	HepG2;HepG2only
chr10:104992148	Hela;Helaonly
chr10:105055383	Hela;Helaonly
chr10:105093904	Hela;Helaonly
chr10:105142785	GM12878;GM12878only
chr10:105228939	GM12878;GM12878only
chr10:105344142	Hela;Helaonly
chr10:105344659	Hela;Helaonly
chr10:105352628	GM12878;H1hESC
chr10:105378697	K562;K562only
chr10:105379444	K562;K562only
chr10:105396394	H1hESC;H1hESConly
chr10:105405335	HepG2;HepG2only
chr10:10542021	Huvec;Huveconly
chr10:105464281	GM12878;GM12878only
chr10:105472797	Shared;notHepG2
chr10:105472804	Shared;notHepG2
chr10:105472820	Shared;notHepG2
chr10:105472875	Shared;notHepG2
chr10:105474507	HepG2;HepG2only
chr10:105476214	HepG2;HepG2only
chr10:105499131	H1hESC;H1hESConly
chr10:105505158	Hela;Helaonly
chr10:105505687	Hela;Helaonly
chr10:105517575	Huvec;Huveconly
chr10:105518230	Huvec;Huveconly
chr10:105518922	HepG2;Huvec
chr10:105518942	HepG2;Huvec
chr10:105519355	HepG2;Huvec
chr10:105519491	HepG2;Huvec
chr10:105521077	Huvec;Huveconly
chr10:105523258	K562;K562only
chr10:105523682	GM12878;Huvec
chr10:105523713	GM12878;Huvec
chr10:105525135	Huvec;Huveconly
chr10:105532092	GM12878;H1hESC
chr10:105532373	GM12878;K562
chr10:105532574	GM12878;H1hESC
chr10:105536967	GM12878;Hela
chr10:105536991	GM12878;Hela
chr10:105541131	Hela;HepG2
chr10:105541227	Hela;HepG2
chr10:105571969	HepG2;HepG2only
chr10:105572460	Huvec;Huveconly
chr10:105576361	K562;K562only
chr10:10557648	Hela;Helaonly
chr10:105589944	K562;K562only
chr10:105590207	Huvec;Huveconly
chr10:105593602	H1hESC;HepG2
chr10:105593755	H1hESC;HepG2
chr10:105602584	HepG2;HepG2only
chr10:10562898	GM12878;GM12878only
chr10:105746393	GM12878;GM12878only
chr10:105781197	Huvec;Huveconly
chr10:105781975	Huvec;Huveconly
chr10:105859212	Hela;Huvec
chr10:105859250	Hela;Huvec
chr10:105957323	Hela;Helaonly
chr10:106147238	GM12878;GM12878only
chr10:106184664	GM12878;GM12878only
chr10:106216754	GM12878;GM12878only
chr10:10631685	Hela;Huvec
chr10:106340768	GM12878;H1hESC
chr10:106340769	GM12878;H1hESC
chr10:10640427	GM12878;GM12878only
chr10:10647934	Hela;Helaonly
chr10:106494927	H1hESC;H1hESConly
chr10:10655338	Huvec;Huveconly
chr10:106569407	Hela;Helaonly
chr10:106569823	GM12878;GM12878only
chr10:106584332	H1hESC;H1hESConly
chr10:106595329	GM12878;GM12878only
chr10:106682679	GM12878;GM12878only
chr10:106685161	GM12878;GM12878only
chr10:106697411	Hela;Helaonly
chr10:106823742	H1hESC;H1hESConly
chr10:10728302	HepG2;HepG2only
chr10:107345715	Hela;Helaonly
chr10:107346329	Hela;Helaonly
chr10:107357312	Hela;Helaonly
chr10:107557153	GM12878;Hela
chr10:107557206	GM12878;Hela
chr10:107597823	GM12878;GM12878only
chr10:107603778	GM12878;GM12878only
chr10:107712010	GM12878;H1hESC
chr10:107712153	GM12878;H1hESC
chr10:107753573	HepG2;HepG2only
chr10:107798199	Hela;Helaonly
chr10:107838730	Hela;Helaonly
chr10:107974194	Hela;Helaonly
chr10:107984563	Hela;Helaonly
chr10:107986079	Hela;Helaonly
chr10:108120757	Hela;Helaonly
chr10:108158312	Hela;Helaonly
chr10:108183966	Hela;Helaonly
chr10:108184906	Hela;Helaonly
chr10:108196146	Hela;Helaonly
chr10:108200537	Hela;Helaonly
chr10:108206835	Hela;Helaonly
chr10:108234108	Hela;Helaonly
chr10:108234706	Hela;Helaonly
chr10:108239648	Hela;Helaonly
chr10:108260451	Hela;Helaonly
chr10:108261026	Hela;Helaonly
chr10:108266512	Hela;Helaonly
chr10:108269104	Hela;Helaonly
chr10:108273342	Hela;Helaonly
chr10:108274982	Hela;Helaonly
chr10:108285851	Hela;Helaonly
chr10:108294197	Hela;Helaonly
chr10:108295173	H1hESC;H1hESConly
chr10:108295485	Hela;Helaonly
chr10:108320862	Hela;Helaonly
chr10:108325451	Hela;Helaonly
chr10:108331566	Hela;Helaonly
chr10:108332934	Hela;Helaonly
chr10:108337179	H1hESC;Hela
chr10:108337250	H1hESC;Hela
chr10:108412260	GM12878;GM12878only
chr10:10847288	Huvec;Huveconly
chr10:108472902	GM12878;GM12878only
chr10:108555552	GM12878;H1hESC
chr10:108575545	GM12878;GM12878only
chr10:108579526	K562;K562only
chr10:108596773	GM12878;GM12878only
